EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER,,
5300874,FLAGLER CO.,MANTANZAS,06/12/2002,1155,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1137017,C,35,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,MANTANZAS, , , , ,107,,
5300873,CLAY CO.,GREEN COVE SPGS,06/12/2002,1335,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1137016,C,19,JAX,0,0,FIRE DEPT/RESCUE SQUAD, , , ,5,S,5,S,GREEN COVE SPGS, , , , ,108,,
5300945,DUVAL CO.,JACKSONVILLE BEACH,06/13/2002,1155,Flood, , ,0,0,0,0,FL,EST, ,1137023,C,31,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,JACKSONVILLE BEACH, , , , ,109,,
5300942,ST. JOHNS CO.,HASTINGS,06/13/2002,1541,Thunderstorm Wind, , ,0,0,20000,0,FL,EST, ,1137020,C,109,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,HASTINGS,29.72,-81.52,29.72,-81.52,110,,
5300944,ST. JOHNS CO.,HASTINGS,06/13/2002,1621,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1137022,C,109,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,HASTINGS, , , , ,111,,
5300941,MARION CO.,OCALA,06/13/2002,1641,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1137019,C,83,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,OCALA,29.18,-82.13,29.18,-82.13,112,,
5300875,MARION CO.,OCALA,06/13/2002,1659,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1137018,C,83,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,OCALA,29.18,-82.13,29.18,-82.13,113,,
5300943,MARION CO.,FT MC COY,06/13/2002,1810,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1137021,C,83,JAX,0,0,UTILITY COMPANY, , , , , , , ,FT MC COY,29.37,-81.97,29.37,-81.97,114,,
5302716,SANTA ROSA CO.,JAY,06/14/2002,1315,Thunderstorm Wind,50, ,0,0,8000,0,FL,CST,E,1136794,C,113,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,JAY,30.95,-87.15,30.95,-87.15,115,,
5300883,WALTON CO.,DE FUNIAK SPGS,06/14/2002,1402,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,1137155,C,131,TAE,0,0,LAW ENFORCEMENT, , , , , , , ,DE FUNIAK SPGS,30.72,-86.12,30.72,-86.12,116,,
5302798,SANTA ROSA CO.,HOLLEY,06/14/2002,1500,Thunderstorm Wind,50, ,0,0,20000,0,FL,CST,E,1136807,C,113,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,HOLLEY,30.45,-86.9,30.45,-86.9,117,,
5303100,MIAMI-DADE CO.,NARANJA,06/15/2002,1230,Thunderstorm Wind,65, ,0,0,10000,0,FL,EST,E,1136841,C,86,MFL,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,NARANJA,25.52,-80.43,25.52,-80.43,118,,
5303102,PALM BEACH CO.,JUPITER,06/16/2002,1700,Thunderstorm Wind,60, ,0,0,20000,0,FL,EST,E,1136843,C,99,MFL,0,0,NEWSPAPER, , , , , , , ,JUPITER,26.93,-80.1,26.93,-80.1,119,,
5298402,MANATEE CO.,HOLMES BEACH,06/17/2002,1740,Tornado, ,F0,0,0,0,0,FL,EST, ,1136427,C,81,TBW,0,0,MARINER, ,0.1,20,0,W,0,W,HOLMES BEACH,27.48,-82.72,27.48,-82.72,120,,
5302886,BREVARD CO.,CAPE KENNEDY RGNL,06/18/2002,1510,Thunderstorm Wind,51, ,0,0,0,0,FL,EST,M,1136812,C,9,MLB,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,CAPE KENNEDY RGNL,28.1,-80.63,28.1,-80.63
5300950,DUVAL CO.,JACKSONVILLE BEACH,06/19/2002,1430,Flash Flood, , ,0,0,0,0,FL,EST, ,1137028,C,31,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,JACKSONVILLE BEACH, , , , ,122,,
5300949,CLAY CO.,ORANGE PARK,06/19/2002,1620,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,1137027,C,19,JAX,0,0,LAW ENFORCEMENT, , , ,10,SW,10,SW,ORANGE PARK,30.07,-814.13,30.07,-814.13,123,,
5300951,SUWANNEE CO.,DOWLING PARK,06/20/2002,1928,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1137029,C,121,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,DOWLING PARK,30.25,-83.23,30.25,-83.23,124,,
5300882,FRANKLIN CO.,APALACHICOLA,06/20/2002,2257,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1137154,C,37,TAE,0,0,LAW ENFORCEMENT, , , , , , , ,APALACHICOLA,29.73,-84.98,29.73,-84.98,125,,
5300953,ST. JOHNS CO.,COUNTYWIDE,06/21/2002,730,Flood, , ,0,0,0,0,FL,EST, ,1137031,C,109,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE, , , , ,126,,
5300954,DUVAL CO.,JACKSONVILLE BEACH,06/21/2002,730,Flood, , ,0,0,0,0,FL,EST, ,1137032,C,31,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,JACKSONVILLE BEACH, , , , ,127,,
5300952,DUVAL CO.,EAST PORTION,06/21/2002,1130,Flash Flood, , ,0,0,0,0,FL,EST, ,1137030,C,31,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,EAST PORTION, , , , ,128,,
5300959,PUTNAM CO.,COUNTYWIDE,06/22/2002,1200,Flash Flood, , ,0,0,0,0,FL,EST, ,1137037,C,107,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE, , , , ,129,,
5300961,ST. JOHNS CO.,PALM VLY,06/22/2002,1200,Flash Flood, , ,0,0,0,0,FL,EST, ,1137039,C,109,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,PALM VLY, , , , ,130,,
5300960,DUVAL CO.,COUNTYWIDE,06/22/2002,1200,Flash Flood, , ,0,0,0,0,FL,EST, ,1137038,C,31,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE, , , , ,131,,
5300956,MARION CO.,MARION OAKS,06/22/2002,1329,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1137034,C,83,JAX,0,0,FIRE DEPT/RESCUE SQUAD, , , , , , , ,MARION OAKS, , , , ,132,,
5300957,MARION CO.,MARION OAKS,06/22/2002,1400,Tornado, ,F0,0,0,2000,0,FL,EST, ,1137035,C,83,JAX,0,0,EMERGENCY MANAGER, ,0.1,0.1, , , , ,MARION OAKS,29,-82.18,29,-82.18,133,,
5300958,MARION CO.,DUNNELLON,06/22/2002,1400,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1137036,C,83,JAX,0,0,EMERGENCY MANAGER, , , ,5,N, , ,DUNNELLON,29.12,-82.47,29.05,-82.47,134,,
5300955,MARION CO.,OCALA,06/22/2002,1500,Flash Flood, , ,0,0,0,0,FL,EST, ,1137033,C,83,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,OCALA, , , , ,135,,
5298414,SUMTER CO.,WILDWOOD,06/22/2002,1645,Flash Flood, , ,0,0,0,0,FL,EST, ,1136448,C,119,TBW,0,0,LAW ENFORCEMENT, , , , , , , ,WILDWOOD, , , , ,136,,
5298530,HERNANDO CO.,BAYPORT,06/22/2002,1714,Flash Flood, , ,0,0,0,0,FL,EST, ,1136454,C,53,TBW,0,0,EMERGENCY MANAGER, , , , , , , ,BERKELEY, , , , ,137,,
5303104,BROWARD CO.,FT LAUDERDALE,06/23/2002,1330,Flash Flood, , ,0,0,10000,0,FL,EST, ,1136844,C,11,MFL,0,0,NEWSPAPER, , , , , , , ,FT LAUDERDALE, , , , ,138,,
5302799,ESCAMBIA CO.,(PNS)PENSACOLA REGIO,06/24/2002,935,Tornado, ,F0,0,0,0,0,FL,CST, ,1136808,C,33,MOB,0,0,EMERGENCY MANAGER, ,0.1,10, , , , ,(PNS)PENSACOLA REGIO,30.47,-87.18,30.47,-87.18,139,,
5298525,POLK CO.,LAKELAND,06/24/2002,1550,Flash Flood, , ,0,0,0,0,FL,EST, ,1136449,C,105,TBW,0,0,LAW ENFORCEMENT, , , , , , , ,MULBERRY, , , , ,140,,
5298526,HILLSBOROUGH CO.,TAMPA,06/24/2002,1626,Flash Flood, , ,0,0,0,0,FL,EST, ,1136450,C,57,TBW,0,0,AMATEUR RADIO, , , , , , , ,TAMPA, , , , ,141,,
5302890,INDIAN RIVER CO.,FELLSMERE,06/25/2002,1215,Flash Flood, , ,0,0,10000,0,FL,EST, ,1136816,C,61,MLB,0,0,TRAINED SPOTTER, , , , , , , ,FELLSMERE, , , , ,142,,
5300962,FLAGLER CO.,FLAGLER BEACH,06/26/2002,1550,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1137040,C,35,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,FLAGLER BEACH, , , , ,143,,
5298202,CITRUS CO.,CRYSTAL RIVER,06/28/2002,1343,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,1136442,C,17,TBW,0,0,EMERGENCY MANAGER, , , ,5,E,5,E,CRYSTAL RIVER, , , , ,144,,
5300964,MARION CO.,OCALA,06/28/2002,1400,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1137042,C,83,JAX,0,0,GENERAL PUBLIC, , , , , , , ,OCALA, , , , ,145,,
5298203,CITRUS CO.,FLORAL CITY,06/28/2002,1450,Thunderstorm Wind,51, ,0,0,0,0,FL,EST,E,1136443,C,17,TBW,0,0,TRAINED SPOTTER, , , ,5,N,5,N,FLORAL CITY,28.82,-82.28,28.82,-82.28,146,,
5298529,LEE CO.,CAPE CORAL,06/28/2002,1510,Flood, , ,0,0,0,0,FL,EST, ,1136453,C,71,TBW,0,0,TRAINED SPOTTER, , , , , , , ,CAPE CORAL, , , , ,147,,
5301048,NASSAU CO.,BRYCEVILLE,06/28/2002,1522,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1137044,C,89,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,BRYCEVILLE,30.38,-81.93,30.38,-81.93,148,,
5301049,DUVAL CO.,BALDWIN,06/28/2002,1522,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1137045,C,31,JAX,0,0,LAW ENFORCEMENT, , , ,2,N,5,N,BALDWIN,30.33,-81.97,30.37,-81.97,149,,
5298204,PINELLAS CO.,CLEARWATER,06/28/2002,1640,Thunderstorm Wind,55, ,0,0,0,0,FL,EST,E,1136444,C,103,TBW,0,0,TRAINED SPOTTER, , , , , , , ,CLEARWATER,27.97,-82.8,27.97,-82.8,150,,
5301051,HAMILTON CO.,JASPER,06/28/2002,1800,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1137047,C,47,JAX,0,0,LAW ENFORCEMENT, , , ,10,NE,10,NE,JASPER,30.62,-82.83,30.62,-82.83,151,,
5298205,HILLSBOROUGH CO.,VALRICO,06/29/2002,1745,Thunderstorm Wind,50, ,0,0,5000,0,FL,EST,E,1136445,C,57,TBW,0,0,BROADCAST MEDIA, , , , , , , ,VALRICO,27.93,-82.28,27.93,-82.28,152,,
5304637,POLK CO.,FT MEADE,06/30/2002,1420,Flood, , ,0,0,0,0,FL,EST, ,1138441,C,105,TBW,0,0,NEWSPAPER, , , , , , , ,BARTOW, , , , ,153,,
5312093,SANTA ROSA CO.,BERRYDALE,07/01/2002,1455,Thunderstorm Wind,55, ,0,0,5000,0,FL,CST,E,1140447,C,113,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,BERRYDALE,30.9,-87.02,30.9,-87.02,154,,
5304141,BROWARD CO.,LIGHTHOUSE PT,07/03/2002,1400,Thunderstorm Wind,70, ,0,0,10000,0,FL,EST,E,1138571,C,11,MFL,0,0,TRAINED SPOTTER, , , , , , , ,LIGHTHOUSE PT,26.27,-80.12,26.27,-80.12,155,,
5306595,BAKER CO.,OLUSTEE,07/03/2002,1500,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139602,C,3,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,OLUSTEE,30.2,-82.43,30.2,-82.43,156,,
5306596,BAKER CO.,TAYLOR,07/03/2002,1500,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139603,C,3,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,TAYLOR,30.43,-82.28,30.43,-82.28,157,,
5306788,FRANKLIN CO.,CARRABELLE,07/03/2002,1540,Thunderstorm Wind, , ,0,0,3000,0,FL,EST, ,1139460,C,37,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,CARRABELLE,29.85,-84.67,29.85,-84.67,158,,
5306789,LAFAYETTE CO.,MAYO,07/03/2002,1700,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,1139460,C,67,TAE,0,0,LAW ENFORCEMENT, , , ,5,W,5,W,MAYO,30.05,-83.25,30.05,-83.25,159,,
5306598,COLUMBIA CO.,LAKE CITY,07/03/2002,1700,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139605,C,23,JAX,0,0,EMERGENCY MANAGER, , , ,14,S,14,S,LAKE CITY,29.98,-82.63,29.98,-82.63,160,,
5306600,SUWANNEE CO.,HILDRETH,07/03/2002,1730,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139607,C,121,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,HILDRETH,30.3,-82.97,30.3,-82.97,161,,
5306602,UNION CO.,WORTHINGTON SPGS,07/03/2002,1730,Flood, , ,0,0,0,0,FL,EST, ,1139609,C,125,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,WORTHINGTON SPGS, , , , ,162,,
5306599,GILCHRIST CO.,TRENTON,07/03/2002,1837,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139606,C,41,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,TRENTON,29.62,-82.82,29.62,-82.82,163,,
5306606,ST. JOHNS CO.,FRUIT COVE,07/04/2002,1155,Thunderstorm Wind, , ,0,0,3000,0,FL,EST, ,1139613,C,109,JAX,0,0,TRAINED SPOTTER, , , , , , , ,FRUIT COVE,30.1,-81.63,30.1,-81.63,164,,
5304645,PASCO CO.,LAND O LAKES,07/04/2002,1230,Thunderstorm Wind, , ,0,0,20000,0,FL,EST, ,1138449,C,101,TBW,0,0,EMERGENCY MANAGER, , , , , , , ,LAND O LAKES,28.23,-82.47,28.23,-82.47,165,,
5306851,JACKSON CO.,GREENWOOD,07/04/2002,1507,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1139462,C,63,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,GREENWOOD,30.87,-85.17,30.87,-85.17,166,,
5306605,SUWANNEE CO.,LIVE OAK,07/04/2002,1545,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139612,C,121,JAX,0,0,GOVT OFFICIAL, , , ,3,S,3,S,LIVE OAK,30.25,-82.98,30.25,-82.98,167,,
5306608,ST. JOHNS CO.,VERMONT HGTS,07/04/2002,1630,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139615,C,109,JAX,0,0,EMERGENCY MANAGER, , , ,5,W,5,W,VERMONT HGTS,29.8,-812.15,29.8,-812.15,168,,
5306609,ST. JOHNS CO.,BAKERSVILLE,07/04/2002,1638,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139616,C,109,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,BAKERSVILLE,29.9,-81.48,29.9,-81.48,169,,
5306700,MARION CO.,REDDICK,07/05/2002,948,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1139617,C,83,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,REDDICK, , , , ,170,,
5303292,HARDEE CO.,WAUCHULA,07/06/2002,1600,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,1138451,C,49,TBW,0,0,TRAINED SPOTTER, , , , , , , ,WAUCHULA,27.55,-81.82,27.55,-81.82,171,,
5306858,JACKSON CO.,MALONE,07/07/2002,1610,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1139467,C,63,TAE,0,0,LAW ENFORCEMENT, , , , , , , ,MALONE,30.95,-85.17,30.95,-85.17,172,,
5304146,GLADES CO.,MOORE HAVEN,07/07/2002,1835,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1138576,C,43,MFL,0,0,LAW ENFORCEMENT, , , ,5,S,5,S,MOORE HAVEN, , , , ,173,,
5306860,LEON CO.,SOUTHEAST PORTION,07/08/2002,1615,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139469,C,73,TAE,0,0,GENERAL PUBLIC, , , , , , , ,SOUTHEAST PORTION,30.38,-84.17,30.38,-84.17,174,,
5303293,LEVY CO.,OTTER CREEK,07/09/2002,1330,Thunderstorm Wind,60, ,0,0,0,0,FL,EST,E,1138452,C,75,TBW,0,0,EMERGENCY MANAGER, , , ,2,SW,2,SW,OTTER CREEK,29.3,-82.8,29.3,-82.8,175,,
5304147,BROWARD CO.,(FXE)FT LAUDRDL EXEC,07/10/2002,842,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1138577,C,11,MFL,0,0,OTHER FEDERAL AGENCY, , , , , , , ,(FXE)FT LAUDRDL EXEC, , , , ,176,,
5306705,ALACHUA CO.,GAINESVILLE,07/10/2002,1330,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,1139622,C,1,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,GAINESVILLE, , , , ,177,,
5304638,PINELLAS CO.,TREASURE IS,07/11/2002,1330,Tornado, ,F0,0,0,20000,0,FL,EST, ,1138442,C,103,TBW,0,0,NEWSPAPER, ,0.5,40, , , , ,TREASURE IS,27.77,-82.77,27.77,-82.77,178,,
5303294,POLK CO.,WINTER HAVEN,07/11/2002,1414,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1138453,C,105,TBW,0,0,TRAINED SPOTTER, , , ,5,E,5,E,WINTER HAVEN, , , , ,179,,
5304639,PINELLAS CO.,LARGO,07/12/2002,730,Tornado, ,F0,0,0,1000,0,FL,EST, ,1138443,C,103,TBW,0,0,EMERGENCY MANAGER, ,0.5,40, , , , ,LARGO,27.92,-82.8,27.92,-82.8,180,,
5311923,LAKE CO.,GROVELAND,07/12/2002,1135,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1140179,C,69,MLB,0,0,LAW ENFORCEMENT, , , , , , , ,GROVELAND, , , , ,181,,
5303295,POLK CO.,LAKE WALES,07/13/2002,933,Thunderstorm Wind,60, ,0,0,0,0,FL,EST,E,1138454,C,105,TBW,0,0,LAW ENFORCEMENT, , , , , , , ,LAKE WALES,27.9,-81.58,27.9,-81.58,182,,
5304640,CHARLOTTE CO.,CHARLOTTE HARBOR,07/13/2002,1030,Tornado, ,F0,0,0,0,0,FL,EST, ,1138444,C,15,TBW,0,0,BROADCAST MEDIA, ,0.5,40,1,E,1,E,CHARLOTTE HARBOR,26.95,-82.07,26.95,-82.07,183,,
5303296,LEVY CO.,BRONSON,07/17/2002,830,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,1138455,C,75,TBW,0,0,UTILITY COMPANY, , , ,5,SW,5,SW,BRONSON, , , , ,184,,
5304151,COLLIER CO.,NAPLES,07/17/2002,1455,Thunderstorm Wind,50, ,0,0,0,0,FL,EST,E,1138581,C,21,MFL,0,0,GENERAL PUBLIC, , , ,15,E,15,E,NAPLES,26.13,-81.55,26.13,-81.55,185,,
5303297,LEVY CO.,WILLISTON,07/18/2002,1840,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,1138456,C,75,TBW,0,0,LAW ENFORCEMENT, , , , , , , ,WILLISTON, , , , ,186,,
5306861,MADISON CO.,MADISON,07/18/2002,2100,Thunderstorm Wind, , ,0,0,50000,0,FL,EST, ,1139470,C,79,TAE,0,0,EMERGENCY MANAGER, , , ,8,SW,8,S,MADISON,30.38,-83.5,30.35,-83.4,187,,
5312238,SANTA ROSA CO.,BERRYDALE,07/19/2002,1355,Thunderstorm Wind,50, ,0,0,8000,0,FL,CST,E,1140468,C,113,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,BERRYDALE,30.9,-87.02,30.9,-87.02,188,,
5307191,TAYLOR CO.,SALEM,07/19/2002,1530,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,1139473,C,123,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,SALEM,29.88,-83.35,29.88,-83.35,189,,
5306706,FLAGLER CO.,FAVORITA,07/19/2002,1545,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,1139623,C,35,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,FAVORITA, , , , ,190,,
5306708,CLAY CO.,ORANGE PARK,07/19/2002,1645,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139625,C,19,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,ORANGE PARK,30.17,-81.7,30.17,-81.7,191,,
5306709,CLAY CO.,ORANGE PARK,07/19/2002,1645,Flood, , ,0,0,0,0,FL,EST, ,1139626,C,19,JAX,0,0,TRAINED SPOTTER, , , , , , , ,ORANGE PARK, , , , ,192,,
5306862,LIBERTY CO.,TELOGIA,07/19/2002,1650,Thunderstorm Wind, , ,0,0,15000,0,FL,EST, ,1139471,C,77,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,TELOGIA,30.35,-84.82,30.35,-84.82,193,,
5306711,ST. JOHNS CO.,HASTINGS,07/19/2002,1800,Tornado, ,F0,0,0,10000,0,FL,EST, ,1139628,C,109,JAX,0,0,LAW ENFORCEMENT, ,0,0, , , , ,HASTINGS,29.72,-81.52,29.72,-81.52,194,,
5307192,WAKULLA CO.,CRAWFORDVILLE,07/20/2002,1330,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139474,C,129,TAE,0,0,EMERGENCY MANAGER, , , ,12,W,12,W,CRAWFORDVILLE,30.17,-84.57,30.17,-84.57,195,,
5307193,WAKULLA CO.,CRAWFORDVILLE,07/20/2002,1350,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139474,C,129,TAE,0,0,TRAINED SPOTTER, , , ,3,E,3,E,CRAWFORDVILLE,30.17,-84.32,30.17,-84.32,196,,
5306718,COLUMBIA CO.,LAKE CITY,07/20/2002,1355,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139635,C,23,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,LAKE CITY,30.18,-82.63,30.18,-82.63,197,,
5306720,BAKER CO.,SANDERSON,07/20/2002,1400,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139637,C,3,JAX,0,0,LAW ENFORCEMENT, , , ,7,N,7,N,SANDERSON,30.35,-82.27,30.35,-82.27,198,,
5306717,DUVAL CO.,JACKSONVILLE,07/20/2002,1425,Thunderstorm Wind, , ,0,0,20000,0,FL,EST, ,1139634,C,31,JAX,0,0,NEWSPAPER, , , , , , , ,JACKSONVILLE,30.35,-81.67,30.35,-81.67,199,,
5306712,DUVAL CO.,JACKSONVILLE,07/20/2002,1430,Flood, , ,0,0,0,0,FL,EST, ,1139629,C,31,JAX,0,0,NEWSPAPER, , , , , , , ,JACKSONVILLE, , , , ,200,,
5307195,LAFAYETTE CO.,MAYO,07/20/2002,1430,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,1139474,C,67,TAE,0,0,LAW ENFORCEMENT, , , ,5,E,5,E,MAYO,30.05,-83.08,30.05,-83.08,201,,
5306714,CLAY CO.,ORANGE PARK,07/20/2002,1500,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139631,C,19,JAX,0,0,GENERAL PUBLIC, , , , , , , ,ORANGE PARK,30.17,-81.7,30.17,-81.7,202,,
5306719,CLAY CO.,KEYSTONE HGTS,07/20/2002,1500,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,1139636,C,19,JAX,0,0,EMERGENCY MANAGER, , , ,1,NE,1,NE,KEYSTONE HGTS,29.8,-82.02,29.8,-82.02,203,,
5307196,TAYLOR CO.,COUNTYWIDE,07/20/2002,1500,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139474,C,123,TAE,0,0,LAW ENFORCEMENT, , , , , , , ,COUNTYWIDE,29.95,-83.67,29.95,-83.67,204,,
5306715,BRADFORD CO.,STARKE,07/20/2002,1522,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1139632,C,7,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,STARKE,29.95,-82.1,29.95,-82.1,205,,
5306713,ALACHUA CO.,ALACHUA,07/20/2002,1600,Tornado, ,F0,0,0,5000,0,FL,EST, ,1139630,C,1,JAX,0,0,GENERAL PUBLIC, ,0,0, , , , ,ALACHUA,29.78,-82.5,29.78,-82.5,206,,
5304154,GLADES CO.,PALMDALE,07/20/2002,1650,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1138584,C,43,MFL,0,0,LAW ENFORCEMENT, , , ,2,W,2,W,PALMDALE, , , , ,207,,
5306794,PUTNAM CO.,BOSTWICK,07/20/2002,1700,Thunderstorm Wind, , ,1,0,20000,0,FL,EST, ,1139645,C,107,JAX,0,0,NEWSPAPER, , , ,1,E,1,E,BOSTWICK, , , , ,208,,
5311984,ORANGE CO.,APOPKA,07/20/2002,1708,Thunderstorm Wind,50, ,0,0,0,0,FL,EST,E,1140182,C,95,MLB,0,0,GOVT OFFICIAL, , , , , , , ,APOPKA,28.67,-81.5,28.67,-81.5,209,,
5307200,JACKSON CO.,MARIANNA,07/20/2002,1710,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1139477,C,63,TAE,0,0,EMERGENCY MANAGER, , , ,10,NE,10,NE,MARIANNA,30.88,-85.12,30.88,-85.12,210,,
5311985,LAKE CO.,LEESBURG,07/20/2002,1750,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1140182,C,69,MLB,0,0,LAW ENFORCEMENT, , , , , , , ,LEESBURG, , , , ,211,,
5307266,WASHINGTON CO.,VERNON,07/20/2002,1830,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1139481,C,133,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,VERNON,30.63,-85.72,30.63,-85.72,212,,
5307267,WASHINGTON CO.,GREENHEAD,07/20/2002,1830,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1139481,C,133,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,GREENHEAD,30.5,-85.67,30.5,-85.67,213,,
5311987,ORANGE CO.,ORLANDO,07/21/2002,1600,Flood, , ,0,0,0,0,FL,EST, ,1140183,C,95,MLB,0,0,FIRE DEPT/RESCUE SQUAD, , , , , , , ,ORLANDO, , , , ,214,,
5311988,OSCEOLA CO.,KISSIMMEE,07/21/2002,1630,Flood, , ,0,0,0,0,FL,EST, ,1140183,C,97,MLB,0,0,FIRE DEPT/RESCUE SQUAD, , , , , , , ,KISSIMMEE, , , , ,215,,
